open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1698796800000,1.3967000,1.4157000,1.3882000,1.4000000,4608319.5,1698800399999,6470830.07400000,24105,2364321.6,3320230.80296000,0
1698800400000,1.4000000,1.4054000,1.3932000,1.3957000,2529759.6,1698803999999,3539896.98458000,13837,1162733,1627235.11459000,0
1698804000000,1.3958000,1.4016000,1.3908000,1.3935000,1719053.6,1698807599999,2399828.17091000,9506,864549.2,1207231.09665000,0
1698807600000,1.3934000,1.3956000,1.3841000,1.3903000,2407947.3,1698811199999,3345053.51837000,11533,1045908.8,1453069.40782000,0
1698811200000,1.3904000,1.3930000,1.3836000,1.3870000,1802465.7,1698814799999,2503379.01133000,9618,831848.2,1155310.84377000,0
1698814800000,1.3871000,1.3874000,1.3644000,1.3659000,4409796,1698818399999,6058732.96294000,17170,1995788.1,2742341.47163000,0
1698818400000,1.3660000,1.3761000,1.3602000,1.3741000,3978533,1698821999999,5445071.36351000,15290,2154848.1,2950241.06150000,0
1698822000000,1.3742000,1.3824000,1.3705000,1.3728000,2708213.5,1698825599999,3728037.71706000,12187,1349465.3,1858239.45489000,0
1698825600000,1.3728000,1.3806000,1.3708000,1.3779000,2250478.4,1698829199999,3095936.55822000,10753,1014028.2,1395597.12639000,0
1698829200000,1.3780000,1.3825000,1.3749000,1.3805000,1841806.4,1698832799999,2539463.60959000,9189,932425.9,1285674.16781000,0
1698832800000,1.3805000,1.3811000,1.3540000,1.3567000,4956800.7,1698836399999,6764382.71163000,17405,1871488.1,2553587.98195000,0
1698836400000,1.3568000,1.3685000,1.3511000,1.3676000,4196183.4,1698839999999,5703500.59237000,17425,1953314.8,2656317.65717000,0
1698840000000,1.3676000,1.3782000,1.3516000,1.3749000,5903473.8,1698843599999,8058465.00820000,21562,2806475.4,3833839.31958000,0
1698843600000,1.3749000,1.3944000,1.3559000,1.3661000,10820036.5,1698847199999,14851832.20314000,45358,5317762,7301628.79733000,0
1698847200000,1.3659000,1.3739000,1.3437000,1.3515000,6477163,1698850799999,8795560.12997000,29460,3259694.2,4427712.62926000,0
1698850800000,1.3514000,1.3613000,1.3455000,1.3531000,4507638.4,1698854399999,6105358.32801000,22623,2107334.2,2854343.06763000,0
1698854400000,1.3530000,1.3685000,1.3513000,1.3524000,3216821.8,1698857999999,4372618.13639000,17705,1571026.7,2136021.82504000,0
1698858000000,1.3525000,1.3635000,1.3481000,1.3624000,3220820,1698861599999,4361594.32006000,16023,1672085.4,2264498.44822000,0
1698861600000,1.3625000,1.3979000,1.3577000,1.3912000,10369802,1698865199999,14323520.20356000,44960,5148609.6,7111453.80474000,0
1698865200000,1.3912000,1.4293000,1.3902000,1.4098000,12822172.2,1698868799999,18065995.41177000,50313,6262333.3,8826628.39374000,0
1698868800000,1.4097000,1.4565000,1.4097000,1.4552000,17167309.2,1698872399999,24711955.79932000,62639,9345795.9,13451936.21716000,0
1698872400000,1.4558000,1.4600000,1.4277000,1.4390000,10848198.1,1698875999999,15614126.88018000,37203,4834922.6,6958528.24493000,0
1698876000000,1.4390000,1.4453000,1.4164000,1.4218000,7377236.4,1698879599999,10576256.77068000,25937,3305874.1,4742355.62015000,0
1698879600000,1.4218000,1.4385000,1.4175000,1.4380000,4942024.7,1698883199999,7058072.88712000,22497,2745885.3,3921244.56777000,0
1698883200000,1.4380000,1.4434000,1.4308000,1.4387000,5028492.5,1698886799999,7232622.84862000,23555,2272939.8,3269713.35393000,0
1698886800000,1.4387000,1.4647000,1.4383000,1.4494000,6944456.2,1698890399999,10102732.51522000,29537,3545837.3,5158703.62092000,0
1698890400000,1.4494000,1.4561000,1.4405000,1.4531000,4712044.5,1698893999999,6821483.53938000,22607,2473093.5,3581089.42477000,0
1698894000000,1.4531000,1.4677000,1.4477000,1.4493000,6340443.7,1698897599999,9246000.25352000,27957,3126813.5,4561296.78631000,0
1698897600000,1.4492000,1.4526000,1.4222000,1.4266000,9127772.9,1698901199999,13110661.79158000,33005,3720348.6,5344434.32607000,0
1698901200000,1.4267000,1.4274000,1.4042000,1.4075000,8582736.5,1698904799999,12133004.39281000,31605,3943671.2,5574743.27574000,0
1698904800000,1.4074000,1.4197000,1.4051000,1.4114000,4622696.5,1698908399999,6530017.83403000,19928,2279300.4,3220327.91051000,0
1698908400000,1.4113000,1.4186000,1.4062000,1.4083000,3650078.3,1698911999999,5157266.24437000,16172,1992370.1,2815898.91226000,0
1698912000000,1.4083000,1.4155000,1.3950000,1.4150000,5616729.9,1698915599999,7892997.72590000,23149,2402988.2,3379537.31054000,0
1698915600000,1.4151000,1.4179000,1.4063000,1.4165000,3470253.5,1698919199999,4901726.16061000,14169,1638938,2315391.58902000,0
1698919200000,1.4165000,1.4219000,1.4119000,1.4132000,3722104,1698922799999,5275441.78053000,15785,1931852.2,2738300.63456000,0
1698922800000,1.4132000,1.4244000,1.4092000,1.4226000,2542368.6,1698926399999,3605026.56064000,13856,1185374.4,1681251.45349000,0
1698926400000,1.4225000,1.4264000,1.4158000,1.4188000,2818456.7,1698929999999,4007093.74986000,13495,1375579.3,1956061.17543000,0
1698930000000,1.4185000,1.4220000,1.3752000,1.3935000,12110381.3,1698933599999,16932800.51928000,47027,5392384.2,7541444.36560000,0
1698933600000,1.3935000,1.3994000,1.3711000,1.3846000,6925513,1698937199999,9591983.05572000,32505,3320777.9,4600262.88708000,0
1698937200000,1.3845000,1.3867000,1.3550000,1.3605000,11044264.6,1698940799999,15123002.59425000,43186,5154434.4,7063483.62812000,0
1698940800000,1.3603000,1.3689000,1.3394000,1.3650000,11694504.2,1698944399999,15869179.72606000,43424,5509309.9,7479687.48404000,0
1698944400000,1.3649000,1.3772000,1.3602000,1.3751000,7217163.5,1698947999999,9872737.01492000,20700,3739680.9,5117151.37600000,0
1698948000000,1.3751000,1.3765000,1.3635000,1.3720000,3964440.9,1698951599999,5432774.45138000,15061,1965108.3,2693225.20499000,0
1698951600000,1.3719000,1.3829000,1.3690000,1.3820000,2488788.6,1698955199999,3426642.50161000,13465,1232312.7,1696708.20363000,0
1698955200000,1.3820000,1.3844000,1.3683000,1.3741000,3900392.7,1698958799999,5369420.60754000,14632,1717798.2,2365470.46565000,0
1698958800000,1.3740000,1.3760000,1.3645000,1.3757000,1926929.8,1698962399999,2638367.51673000,9295,927440.3,1269996.31815000,0
1698962400000,1.3757000,1.3763000,1.3607000,1.3652000,2117231.4,1698965999999,2895940.76607000,10476,930720.9,1273223.31313000,0
1698966000000,1.3653000,1.3751000,1.3612000,1.3730000,1942292,1698969599999,2658882.19445000,10861,1065284.9,1458414.87464000,0
1698969600000,1.3731000,1.3731000,1.3418000,1.3531000,5773888.3,1698973199999,7836859.25989000,27031,2791023,3787987.38405000,0
1698973200000,1.3530000,1.3536000,1.3212000,1.3382000,9662441.3,1698976799999,12899342.20725000,37068,4214141.1,5627555.30945000,0
1698976800000,1.3382000,1.3504000,1.3334000,1.3503000,3452460.3,1698980399999,4636835.09489000,16970,1783852,2396217.78829000,0
1698980400000,1.3502000,1.3580000,1.3451000,1.3547000,2605207.2,1698983999999,3523617.76209000,11488,1213032.3,1640754.56552000,0
1698984000000,1.3547000,1.3576000,1.3380000,1.3474000,3787757.7,1698987599999,5104339.97312000,17268,1800589.7,2425848.28414000,0
1698987600000,1.3474000,1.3625000,1.3438000,1.3611000,3431080,1698991199999,4643034.18335000,13929,1857963.4,2515262.07280000,0
1698991200000,1.3611000,1.3690000,1.3602000,1.3623000,3339200.6,1698994799999,4557533.88708000,12536,1627933.5,2221920.13588000,0
1698994800000,1.3622000,1.3672000,1.3582000,1.3626000,2420012.2,1698998399999,3299254.44423000,11506,1136729.1,1549819.13114000,0
1698998400000,1.3626000,1.3710000,1.3529000,1.3669000,4121235.5,1699001999999,5621731.81222000,19899,1936151.8,2642055.61132000,0
1699002000000,1.3670000,1.3682000,1.3509000,1.3536000,3611573.7,1699005599999,4910193.06774000,17267,1817701.8,2471168.39240000,0
1699005600000,1.3535000,1.3585000,1.3434000,1.3581000,3499982.2,1699009199999,4727740.92349000,17750,1671889.8,2258910.75434000,0
1699009200000,1.3581000,1.3630000,1.3524000,1.3603000,1905816.7,1699012799999,2588154.51362000,10492,915121.9,1242840.51580000,0
1699012800000,1.3602000,1.3718000,1.3545000,1.3674000,3321921.1,1699016399999,4534469.59862000,16753,1700469.9,2321442.54514000,0
1699016400000,1.3674000,1.3747000,1.3597000,1.3742000,2673594.4,1699019999999,3653357.98485000,15327,1401548.4,1915304.29861000,0
1699020000000,1.3743000,1.3789000,1.3672000,1.3698000,4240595.8,1699023599999,5818969.38737000,20134,2067237.1,2837302.93108000,0
1699023600000,1.3695000,1.3809000,1.3655000,1.3795000,3497583.3,1699027199999,4804933.78777000,16438,1993618.7,2739548.52790000,0
1699027200000,1.3796000,1.3898000,1.3756000,1.3893000,7305387.5,1699030799999,10102534.78804000,29614,3565560.9,4932074.96292000,0
1699030800000,1.3894000,1.3920000,1.3666000,1.3727000,5228709.7,1699034399999,7204355.32488000,23052,1985717.9,2738462.51600000,0
1699034400000,1.3727000,1.3895000,1.3688000,1.3892000,3695196.2,1699037999999,5106643.16827000,16855,2072671.6,2864553.79263000,0
1699038000000,1.3891000,1.3999000,1.3848000,1.3942000,4873668.9,1699041599999,6786734.98145000,21630,2675904.3,3726922.69308000,0
1699041600000,1.3943000,1.4290000,1.3907000,1.4210000,7620320.4,1699045199999,10759404.46697000,29909,4150848,5860334.88118000,0
1699045200000,1.4210000,1.4301000,1.4110000,1.4140000,4375226,1699048799999,6203765.89614000,17925,1728441.7,2452374.45485000,0
1699048800000,1.4140000,1.4224000,1.4101000,1.4187000,3612690.5,1699052399999,5115842.57099000,14872,1695403.8,2401261.86633000,0
1699052400000,1.4189000,1.4246000,1.4121000,1.4242000,3590266.8,1699055999999,5094785.06325000,15503,1887633.6,2679059.05185000,0
1699056000000,1.4242000,1.4276000,1.4136000,1.4163000,4119847.3,1699059599999,5852586.72939000,20134,1976068.3,2807446.59415000,0
1699059600000,1.4163000,1.4355000,1.4142000,1.4346000,3076112.7,1699063199999,4381876.99377000,17886,1698968.9,2420967.72787000,0
