open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1711929600000,3.6927000,3.6971000,3.6574000,3.6701000,1627235.9,1711933199999,5980999.75376000,21468,801674.5,2946834.57362000,0
1711933200000,3.6697000,3.6774000,3.6281000,3.6410000,1905080.0,1711936799999,6947419.76671000,24317,893912.5,3260471.52927000,0
1711936800000,3.6410000,3.6574000,3.6330000,3.6464000,915537.2,1711940399999,3336563.59421000,15591,506532.5,1846378.45785000,0
1711940400000,3.6464000,3.6490000,3.6250000,3.6324000,1236315.5,1711943999999,4496356.42896000,18743,574675.8,2090398.62710000,0
1711944000000,3.6323000,3.6361000,3.6032000,3.6062000,2168268.6,1711947599999,7841134.70225000,28178,937800.6,3391376.63423000,0
1711947600000,3.6062000,3.6185000,3.4311000,3.4791000,12506984.9,1711951199999,43980491.25359000,125041,5453448.3,19172865.28682000,0
1711951200000,3.4786000,3.5406000,3.4670000,3.5225000,4878954.3,1711954799999,17136794.36293000,53605,2724581.4,9570186.45046000,0
1711954800000,3.5226000,3.5633000,3.5195000,3.5520000,2482792.7,1711958399999,8795946.47432000,32823,1272149.1,4507605.10758000,0
1711958400000,3.5519000,3.5520000,3.5079000,3.5214000,2216403.8,1711961999999,7817433.07334000,32818,1065519.7,3757987.98085000,0
1711962000000,3.5213000,3.5567000,3.5200000,3.5395000,1782330.6,1711965599999,6315378.54792000,24018,934513.1,3311739.80451000,0
1711965600000,3.5395000,3.5522000,3.5146000,3.5498000,1670964.5,1711969199999,5902211.51905000,22265,777993.3,2749263.50128000,0
1711969200000,3.5498000,3.5704000,3.5304000,3.5308000,2188781.4,1711972799999,7776613.78986000,27832,1029675.2,3659091.18190000,0
1711972800000,3.5309000,3.5671000,3.5273000,3.5592000,1830351.3,1711976399999,6499491.28545000,23407,888265.2,3152883.64371000,0
1711976400000,3.5591000,3.5804000,3.5360000,3.5511000,1909980.1,1711979999999,6801965.08718000,29245,983151.2,3501890.44913000,0
1711980000000,3.5512000,3.5624000,3.4685000,3.4904000,4163301.2,1711983599999,14620828.72011000,48937,2051938.9,7205655.52436000,0
1711983600000,3.4905000,3.5080000,3.4324000,3.4384000,6489594.8,1711987199999,22492150.02394000,71706,3128555.9,10846570.56118000,0
1711987200000,3.4384000,3.4700000,3.4216000,3.4326000,3229502.4,1711990799999,11129599.78358000,40991,1548046.5,5336924.90072000,0
1711990800000,3.4326000,3.4372000,3.4011000,3.4291000,2591312.5,1711994399999,8868159.53324000,35357,1201589.6,4113255.18728000,0
1711994400000,3.4291000,3.4314000,3.3837000,3.4305000,2388405.7,1711997999999,8142722.11692000,34749,1092864.1,3727891.55227000,0
1711998000000,3.4306000,3.4977000,3.4251000,3.4913000,1829347.4,1712001599999,6334509.00110000,29685,1022714.9,3542634.61897000,0
1712001600000,3.4912000,3.5039000,3.4744000,3.5037000,1034721.8,1712005199999,3608379.77564000,19855,500416.9,1745214.67784000,0
1712005200000,3.5036000,3.5036000,3.4784000,3.4856000,914373.0,1712008799999,3194326.41714000,14403,435045.3,1520201.57718000,0
