open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1693526400000,0.915600,0.925700,0.914900,0.925300,3992971.4,1693529999999,3680157.5388500,11635,2231142.1,2056328.3016200,0
1693530000000,0.925300,0.925600,0.919300,0.920000,4367601.2,1693533599999,4022638.7677800,8572,1782292.4,1641648.5795400,0
1693533600000,0.920000,0.925000,0.919800,0.923200,2689352.3,1693537199999,2479291.8983000,7485,1439481.8,1327051.0693500,0
1693537200000,0.923200,0.928000,0.921900,0.927200,2277618.8,1693540799999,2108140.7733000,6015,1320239.0,1222240.1441600,0
1693540800000,0.927200,0.928600,0.923100,0.923500,2523545.9,1693544399999,2336295.8571800,6524,928526.5,859602.8052700,0
1693544400000,0.923500,0.926200,0.921700,0.923800,2475157.3,1693547999999,2286656.1942700,6003,996961.5,921002.2876100,0
1693548000000,0.923800,0.925200,0.920000,0.923100,4283997.7,1693551599999,3952839.4413200,7767,2092633.3,1930794.2718500,0
1693551600000,0.923100,0.924200,0.920000,0.922100,2194759.9,1693555199999,2023295.1300300,5557,1118042.1,1030573.1521800,0
1693555200000,0.922100,0.923000,0.918400,0.919100,3200850.3,1693558799999,2946707.5674900,6512,1259263.6,1158993.1731900,0
1693558800000,0.919100,0.921700,0.917400,0.919500,2899039.2,1693562399999,2665638.2233600,6090,1419896.7,1305750.5817100,0
1693562400000,0.919400,0.919600,0.915100,0.917000,2775430.0,1693565999999,2545046.8313700,6479,1400553.0,1284277.9784600,0
1693566000000,0.916900,0.919800,0.915500,0.918400,2608105.1,1693569599999,2393542.9914000,5991,1272792.7,1167943.7904100,0
1693569600000,0.918400,0.922800,0.916000,0.918800,4911530.0,1693573199999,4515977.0671200,10767,2479263.2,2279824.7470600,0
1693573200000,0.918900,0.919400,0.906600,0.913100,10722242.0,1693576799999,9782022.9863100,17405,4514183.6,4114764.1801200,0
1693576800000,0.913000,0.914500,0.895000,0.902400,14090145.8,1693580399999,12745065.8579800,26872,5578427.3,5049425.5382300,0
1693580400000,0.902300,0.908400,0.897600,0.903100,8292986.6,1693583999999,7498293.2770300,16401,4129715.2,3734137.7238400,0
1693584000000,0.903000,0.907100,0.896200,0.896900,8077827.9,1693587599999,7282422.1491600,15008,3520102.3,3174517.7383600,0
1693587600000,0.896700,0.897700,0.870600,0.871400,35347391.6,1693591199999,31190151.0082900,69482,14955567.7,13191101.8735700,0
1693591200000,0.871400,0.883400,0.869200,0.876400,12451201.4,1693594799999,10903539.8837100,27378,6409746.3,5613410.0895300,0
1693594800000,0.876400,0.880900,0.875300,0.880500,4481074.2,1693598399999,3935367.7952500,11514,2413615.6,2119761.6310700,0
1693598400000,0.880700,0.893300,0.879300,0.886300,7408413.1,1693601999999,6572089.9745400,15346,3646554.6,3234773.4197000,0
1693602000000,0.886100,0.890300,0.884700,0.887100,3275227.6,1693605599999,2905219.6394800,8312,1537250.0,1363821.0943500,0
1693605600000,0.887100,0.887800,0.878100,0.879900,3576002.3,1693609199999,3156352.5739400,7464,1373293.5,1212327.0718200,0
1693609200000,0.879900,0.886600,0.877100,0.884200,4240117.5,1693612799999,3741316.5630900,9070,2221876.8,1961273.1672100,0
1693612800000,0.884300,0.897100,0.883400,0.890400,6853989.1,1693616399999,6097947.0291900,13021,4141987.1,3685393.1378700,0
1693616400000,0.890400,0.890400,0.885600,0.885800,3818923.7,1693619999999,3391675.7284400,7885,1483367.8,1317312.0746200,0
1693620000000,0.885900,0.890000,0.885000,0.885100,2222097.6,1693623599999,1971583.2222500,6398,978786.7,868585.0117200,0
1693623600000,0.885200,0.890700,0.885200,0.889700,3006211.4,1693627199999,2670367.1051600,7172,1746986.5,1551821.0202300,0
1693627200000,0.889700,0.893800,0.887700,0.892200,3886145.0,1693630799999,3461296.0069500,9039,2016365.7,1795854.0086500,0
1693630800000,0.892400,0.893300,0.888800,0.889000,2602567.7,1693634399999,2318832.8324000,7218,1230829.0,1096634.3417600,0
1693634400000,0.889000,0.891700,0.886300,0.886600,2703561.7,1693637999999,2402590.7089500,6578,1138637.1,1011955.0319900,0
1693638000000,0.886700,0.888700,0.885300,0.888200,2312417.8,1693641599999,2051363.2488400,6065,1110530.3,985251.7595100,0
1693641600000,0.888300,0.890300,0.881500,0.882400,4814301.2,1693645199999,4264647.2183200,10354,2020722.6,1790573.6327300,0
1693645200000,0.882400,0.887200,0.880800,0.886500,3458120.3,1693648799999,3057278.9403300,8416,1799956.0,1591296.9945800,0
1693648800000,0.886500,0.890600,0.886100,0.889700,2816944.6,1693652399999,2503525.4870200,7737,1437726.0,1277824.7608400,0
1693652400000,0.889700,0.891500,0.884100,0.886800,6071214.6,1693655999999,5383431.1736700,9535,2614431.4,2318299.8455200,0
1693656000000,0.886800,0.889500,0.886300,0.886600,2196416.5,1693659599999,1950624.7292500,5830,973672.0,864775.4468000,0
1693659600000,0.886700,0.889100,0.882400,0.887100,4368030.7,1693663199999,3868520.9173100,8937,2145150.9,1900288.1418400,0
1693663200000,0.887100,0.890900,0.885400,0.889600,2950153.1,1693666799999,2620581.7466200,7357,1708411.8,1517736.5890900,0
1693666800000,0.889600,0.893700,0.888500,0.889500,4051738.5,1693670399999,3611060.3356200,9824,1980340.3,1765304.5534500,0
1693670400000,0.889500,0.891400,0.885400,0.887000,3126826.7,1693673999999,2775675.8666100,8920,1381625.6,1226616.0326700,0
1693674000000,0.887000,0.889200,0.881800,0.883200,2736049.8,1693677599999,2423704.9933500,8664,1174198.2,1040041.1286800,0
1693677600000,0.883300,0.884300,0.873900,0.877800,5965554.9,1693681199999,5238677.6849000,14633,2422472.1,2126835.9856300,0
1693681200000,0.877800,0.883800,0.877600,0.882500,2244867.0,1693684799999,1978909.2603700,7217,1284581.8,1132181.7957700,0
1693684800000,0.882500,0.884600,0.881000,0.884600,1639543.8,1693688399999,1446654.1582900,5790,849583.5,749658.2416200,0
1693688400000,0.884600,0.888000,0.884100,0.887300,1517359.6,1693691999999,1344696.5457200,6013,866632.0,767933.3551600,0
1693692000000,0.887300,0.889000,0.885700,0.888700,1603496.1,1693695599999,1423079.2028100,6268,820309.1,728134.6193100,0
1693695600000,0.888800,0.889500,0.886800,0.887700,1447928.2,1693699199999,1285631.9894000,4281,590457.1,524254.1968900,0
1693699200000,0.887700,0.890000,0.883900,0.889600,2463024.9,1693702799999,2183579.1818000,7229,1074655.6,953010.0925000,0
1693702800000,0.889600,0.891400,0.886400,0.886600,2159759.1,1693706399999,1919944.1646200,5692,1022383.7,909018.2660400,0
1693706400000,0.886600,0.888800,0.885900,0.886600,1590760.4,1693709999999,1411549.8737300,4765,795308.6,705694.5569100,0
1693710000000,0.886500,0.888400,0.884200,0.888100,1980740.2,1693713599999,1755064.4226700,5342,1155010.2,1023411.7413400,0
1693713600000,0.888100,0.888800,0.884600,0.885200,2039307.0,1693717199999,1806522.7136100,4953,1188855.3,1053047.2293500,0
1693717200000,0.885200,0.889100,0.884400,0.888500,1534705.7,1693720799999,1361621.8877700,4896,846651.6,751175.9827100,0
1693720800000,0.888400,0.890300,0.886700,0.889100,2407869.7,1693724399999,2139314.3356400,5773,1356441.4,1205133.5442200,0
1693724400000,0.889100,0.889200,0.885100,0.886400,2170388.8,1693727999999,1924921.7704800,6394,810302.8,718625.1502300,0
1693728000000,0.886500,0.888700,0.884300,0.887000,2450310.9,1693731599999,2172512.6602400,5597,1140896.0,1011478.5462900,0
1693731600000,0.886900,0.889700,0.886100,0.887500,1498725.8,1693735199999,1330827.6298400,4169,808992.0,718425.6022600,0
1693735200000,0.887500,0.890600,0.886900,0.890300,2300801.3,1693738799999,2045046.7342800,3881,1220895.4,1085201.9483900,0
1693738800000,0.890300,0.895000,0.889500,0.894600,3887202.7,1693742399999,3470707.2811000,10134,2130356.2,1901681.2304700,0
1693742400000,0.894600,0.899800,0.891000,0.892200,7076473.4,1693745999999,6337647.8194800,13305,3430967.8,3074751.9474000,0
