open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1719792000000,0.801500,0.802500,0.798600,0.799200,2655563.3,1719795599999,2124949.5332000,7229,1287599.6,1030483.9100200,0
1719795600000,0.799200,0.817800,0.797200,0.816900,8369728.8,1719799199999,6779274.4635900,20862,4620466.9,3741761.9961900,0
1719799200000,0.816900,0.818300,0.810800,0.812700,4975783.1,1719802799999,4050318.7462000,11022,2145412.5,1746665.7277600,0
1719802800000,0.812700,0.814000,0.808900,0.809900,2368075.7,1719806399999,1921994.1960300,6585,1249669.8,1014481.6677200,0
1719806400000,0.810000,0.811100,0.805600,0.807900,3286627.5,1719809999999,2656307.6845700,8041,1487489.3,1202493.2776300,0
1719810000000,0.807900,0.808800,0.805300,0.807000,2752378.7,1719813599999,2221114.2378500,5953,1221216.6,985493.1196000,0
1719813600000,0.806900,0.807500,0.803200,0.805400,1786082.2,1719817199999,1438315.9067600,5928,898810.8,723714.2246700,0
1719817200000,0.805400,0.809000,0.804300,0.806700,2348100.1,1719820799999,1895211.6810600,6095,1244280.5,1004381.7630900,0
1719820800000,0.806700,0.808000,0.798700,0.804100,4874625.1,1719824399999,3915231.6616300,11623,2185645.1,1755631.2531600,0
1719824400000,0.804100,0.805500,0.799900,0.801900,2761952.9,1719827999999,2215668.0462800,7771,1212450.2,972792.4855500,0
1719828000000,0.801900,0.801900,0.796100,0.797800,3548264.8,1719831599999,2834441.7248800,8120,1617301.0,1291912.0973200,0
1719831600000,0.797800,0.798200,0.790000,0.792600,3692600.2,1719835199999,2930887.0218100,9524,1739864.4,1381102.6564000,0
1719835200000,0.792600,0.795600,0.792100,0.792600,2567353.4,1719838799999,2038387.5350200,8000,1277951.7,1014823.3648600,0
1719838800000,0.792500,0.794500,0.785600,0.787600,6134569.1,1719842399999,4843091.9223800,14023,2957394.7,2335376.2548200,0
1719842400000,0.787600,0.789900,0.782700,0.786700,4402096.6,1719845999999,3460048.4341200,11384,2318438.5,1822566.1193700,0
1719846000000,0.786600,0.790800,0.782700,0.787200,4542212.9,1719849599999,3572589.3063800,9518,2096979.5,1649487.6159300,0
1719849600000,0.787200,0.790400,0.784600,0.789900,3227434.2,1719853199999,2543583.7112500,8216,1645595.3,1296968.0230100,0
1719853200000,0.790000,0.795900,0.787600,0.795400,2877861.2,1719856799999,2278783.2272200,8497,1415511.4,1120984.0349600,0
1719856800000,0.795300,0.801400,0.793300,0.797000,4328972.5,1719860399999,3451051.4276800,12385,2220360.0,1770388.6131700,0
1719860400000,0.797000,0.798500,0.792600,0.794600,2333598.2,1719863999999,1856075.3182100,7124,1245305.4,990492.5436800,0
1719864000000,0.794500,0.796300,0.790300,0.792300,2543324.3,1719867599999,2017137.9436700,6234,1169423.8,927531.2789800,0
1719867600000,0.792200,0.793300,0.788300,0.789200,1521503.1,1719871199999,1202046.5261500,4477,601543.0,475360.7067100,0
1719871200000,0.789200,0.789700,0.778600,0.782700,6466072.8,1719874799999,5061469.8530500,14835,3006119.6,2353016.1142600,0
1719874800000,0.782600,0.783300,0.776700,0.779400,2743303.1,1719878399999,2138592.1931900,7493,1149546.3,896194.2448600,0
1719878400000,0.779400,0.779500,0.774300,0.778200,3696950.8,1719881999999,2873329.2754200,10235,1702635.4,1323723.3991300,0
1719882000000,0.778100,0.779800,0.776100,0.779000,1878679.7,1719885599999,1462182.1777700,6161,999722.7,778185.1254400,0
1719885600000,0.778900,0.781300,0.777200,0.781000,1918907.6,1719889199999,1494770.4886700,6271,1088561.8,848052.7661200,0
1719889200000,0.780900,0.784600,0.777700,0.781100,3141959.1,1719892799999,2452481.3169800,8228,1667731.8,1302016.9685100,0
1719892800000,0.781100,0.784300,0.780100,0.780500,1783083.5,1719896399999,1394559.6571100,5490,901055.6,704868.1983800,0
1719896400000,0.780500,0.783100,0.780500,0.782800,2357513.1,1719899999999,1843313.5545900,5447,1179237.3,922000.5260700,0
1719900000000,0.782700,0.782900,0.777600,0.778300,3689007.7,1719903599999,2876685.7773500,7821,1820852.2,1420304.7074300,0
1719903600000,0.778200,0.778400,0.772600,0.774300,3810045.8,1719907199999,2953462.5004200,7606,1769982.4,1371804.5210900,0
1719907200000,0.774300,0.777600,0.771700,0.775000,5080257.9,1719910799999,3935546.6703700,9512,2762486.7,2140541.5554600,0
